,Trial,Data,a0,b0,Posterior current,λ current,Posterior proposed,λ proposed,Ratio,p_move,Random,λ accepted
0,1,[5],2.1,1.0,0.0005405942597561138,0.8502808364590648,0.0022981938862456476,1.214787780410464,4.251236199367832,1.0,[0.99533471],1.214787780410464
1,4,[5],2.1,1.0,0.0022981938862456476,1.214787780410464,0.013282703097736876,3.87756064615206,5.7796268527350545,1.0,[0.37246802],3.87756064615206
2,5,[5],2.1,1.0,0.013282703097736876,3.87756064615206,6.289345982718307e-05,0.5397415372601464,0.0047349895096201414,0.0047349895096201414,[0.98484565],3.87756064615206
3,6,[5],2.1,1.0,0.013282703097736876,3.87756064615206,0.015561754548136823,2.746470567056825,1.1715803954684687,1.0,[0.10271444],2.746470567056825
4,7,[5],2.1,1.0,0.015561754548136823,2.746470567056825,1.590395023733471e-08,0.1210251206253572,1.0219895313307623e-06,1.0219895313307623e-06,[0.22337796],2.746470567056825
5,8,[5],2.1,1.0,0.015561754548136823,2.746470567056825,0.0007022598843945305,0.9030256753523431,0.04512729475472999,0.04512729475472999,[0.27932615],2.746470567056825
6,9,[5],2.1,1.0,0.015561754548136823,2.746470567056825,0.001391193255730769,1.0653192418517423,0.08939822636499133,0.08939822636499133,[0.30634564],2.746470567056825
7,11,[5],2.1,1.0,0.015561754548136823,2.746470567056825,0.012056498513458372,2.206751123507006,0.7747518749357136,0.7747518749357136,[0.02109584],2.206751123507006
8,12,[5],2.1,1.0,0.012056498513458372,2.206751123507006,0.008513697688432909,4.661654571627752,0.7061501047695795,0.7061501047695795,[0.5087059],4.661654571627752
9,13,[5],2.1,1.0,0.008513697688432909,4.661654571627752,0.013299183555270083,2.3515858057956063,1.5620925292354402,1.0,[0.38953305],2.3515858057956063
10,15,[5],2.1,1.0,0.013299183555270083,2.3515858057956063,0.0016888830582374769,6.470503830382167,0.12699148419289402,0.12699148419289402,[0.23236666],2.3515858057956063
11,16,[5],2.1,1.0,0.013299183555270083,2.3515858057956063,3.5961497014965437e-07,0.2075987056093882,2.7040379483081076e-05,2.7040379483081076e-05,[0.57444412],2.3515858057956063
12,17,[5],2.1,1.0,0.013299183555270083,2.3515858057956063,0.00034775653838509167,7.850172525429913,0.026148713335660805,0.026148713335660805,[0.59143978],2.3515858057956063
13,18,[5],2.1,1.0,0.013299183555270083,2.3515858057956063,0.014639684135242928,3.615480283813931,1.1007957048191612,1.0,[0.59243501],3.615480283813931
14,19,[5],2.1,1.0,0.014639684135242928,3.615480283813931,2.5684499269720114e-05,9.842951254493425,0.001754443540751565,0.001754443540751565,[0.4620232],3.615480283813931
15,20,[5],2.1,1.0,0.014639684135242928,3.615480283813931,0.006021405822155204,5.122160016505453,0.4113070860360667,0.4113070860360667,[0.70125341],3.615480283813931
16,21,[5],2.1,1.0,0.014639684135242928,3.615480283813931,0.014667731165877346,2.551672660376011,1.001915822115786,1.0,[0.1940403],2.551672660376011
17,22,[5],2.1,1.0,0.014667731165877346,2.551672660376011,2.2351243386804092e-05,9.943431815446685,0.001523837813362811,0.001523837813362811,[0.75767472],2.551672660376011
18,23,[5],2.1,1.0,0.014667731165877346,2.551672660376011,0.004730743000925735,5.408925875480952,0.32252725029016216,0.32252725029016216,[0.4912799],2.551672660376011
19,25,[5],2.1,1.0,0.014667731165877346,2.551672660376011,0.010359852872820787,2.034086112228234,0.7063023419001363,0.7063023419001363,[0.59291641],2.034086112228234
20,26,[5],2.1,1.0,0.010359852872820787,2.034086112228234,0.014069420732849147,3.732498428740157,1.3580714808952992,1.0,[0.08442497],3.732498428740157
21,27,[5],2.1,1.0,0.014069420732849147,3.732498428740157,0.010175257288995087,4.387992439012054,0.723217926466439,0.723217926466439,[0.74880767],3.732498428740157
22,28,[5],2.1,1.0,0.014069420732849147,3.732498428740157,0.010031795147479304,4.411137580036244,0.7130211924117932,0.7130211924117932,[0.15432112],4.411137580036244
23,29,[5],2.1,1.0,0.010031795147479304,4.411137580036244,0.013016110598174337,3.9240411587518556,1.2974856849469163,1.0,[0.88404989],3.9240411587518556
24,30,[5],2.1,1.0,0.013016110598174337,3.9240411587518556,6.082004833349615e-06,10.864361186494655,0.0004672674519378076,0.0004672674519378076,[0.6697446],3.9240411587518556
25,31,[5],2.1,1.0,0.013016110598174337,3.9240411587518556,0.000645615932755959,0.8855820162206105,0.04960129432570389,0.04960129432570389,[0.22303404],3.9240411587518556
26,32,[5],2.1,1.0,0.013016110598174337,3.9240411587518556,0.006363661825810895,5.0531422752314334,0.48890655759359275,0.48890655759359275,[0.22938575],5.0531422752314334
27,33,[5],2.1,1.0,0.006363661825810895,5.0531422752314334,8.141736189359497e-07,12.231268017633825,0.00012794105677232508,0.00012794105677232508,[0.58448857],5.0531422752314334
28,34,[5],2.1,1.0,0.006363661825810895,5.0531422752314334,0.002294855093888293,6.1742691138175845,0.36061864327554355,0.36061864327554355,[0.4705364],5.0531422752314334
29,35,[5],2.1,1.0,0.006363661825810895,5.0531422752314334,4.619599675734333e-05,9.413330908782712,0.007259341872940706,0.007259341872940706,[0.50447916],5.0531422752314334
30,37,[5],2.1,1.0,0.006363661825810895,5.0531422752314334,0.0011006744620623635,6.865146204056277,0.17296243769554948,0.17296243769554948,[0.49474875],5.0531422752314334
31,38,[5],2.1,1.0,0.006363661825810895,5.0531422752314334,0.0025223166264161686,6.080177248156675,0.3963624553689668,0.3963624553689668,[0.6168322],5.0531422752314334
32,39,[5],2.1,1.0,0.006363661825810895,5.0531422752314334,0.0073093809880121294,4.873396612204771,1.14861241657522,1.0,[0.62068836],4.873396612204771
33,41,[5],2.1,1.0,0.0073093809880121294,4.873396612204771,9.69531164237842e-05,8.856788756453595,0.013264203437034376,0.013264203437034376,[0.43406489],4.873396612204771
34,42,[5],2.1,1.0,0.0073093809880121294,4.873396612204771,0.013003005189827851,3.926300198588036,1.7789475211585828,1.0,[0.38973443],3.926300198588036
35,43,[5],2.1,1.0,0.013003005189827851,3.926300198588036,7.118269894026861e-07,12.320642980589216,5.4743267345578144e-05,5.4743267345578144e-05,[0.8283411],3.926300198588036
36,45,[5],2.1,1.0,0.013003005189827851,3.926300198588036,0.0002423761392330973,8.14200715405908,0.018640009420491984,0.018640009420491984,[0.76679835],3.926300198588036
37,46,[5],2.1,1.0,0.013003005189827851,3.926300198588036,0.001028415707629106,6.926026131486118,0.07909061733157098,0.07909061733157098,[0.09962373],3.926300198588036
38,47,[5],2.1,1.0,0.013003005189827851,3.926300198588036,0.00932268298321718,1.9358421583136125,0.7169637208566403,0.7169637208566403,[0.28836184],1.9358421583136125
39,48,[5],2.1,1.0,0.00932268298321718,1.9358421583136125,0.01374369733028774,3.7942874906684665,1.4742212467193543,1.0,[0.5612548],3.7942874906684665
40,49,[5],2.1,1.0,0.01374369733028774,3.7942874906684665,0.0030269874484937296,5.894270143800172,0.22024549695393766,0.22024549695393766,[0.73393821],3.7942874906684665
41,50,[5],2.1,1.0,0.01374369733028774,3.7942874906684665,0.0010866399612268745,1.00201876744593,0.07906460213091177,0.07906460213091177,[0.10372011],3.7942874906684665
42,51,[5],2.1,1.0,0.01374369733028774,3.7942874906684665,0.00537115920843823,5.260691720190312,0.3908088980249522,0.3908088980249522,[0.67049488],3.7942874906684665
43,52,[5],2.1,1.0,0.01374369733028774,3.7942874906684665,0.013688992130741472,3.804398388326802,0.9960196155203657,0.9960196155203657,[0.96083085],3.804398388326802
44,53,[5],2.1,1.0,0.013688992130741472,3.804398388326802,0.01600346964961858,2.935823448746181,1.1690758163034858,1.0,[0.65310277],2.935823448746181
45,54,[5],2.1,1.0,0.01600346964961858,2.935823448746181,0.00013216552169466913,8.618796716436938,0.008258554212824662,0.008258554212824662,[0.49212968],2.935823448746181
46,55,[5],2.1,1.0,0.01600346964961858,2.935823448746181,0.00763779806319768,4.8140536490335855,0.47725888388082865,0.47725888388082865,[0.16347029],4.8140536490335855
47,56,[5],2.1,1.0,0.00763779806319768,4.8140536490335855,0.012350061683582112,4.036439475800862,1.616966248831613,1.0,[0.71049481],4.036439475800862
48,58,[5],2.1,1.0,0.012350061683582112,4.036439475800862,0.013268531669592085,2.347715091130587,1.0743696679046524,1.0,[0.79963632],2.347715091130587
49,59,[5],2.1,1.0,0.013268531669592085,2.347715091130587,0.015356663778601488,3.4384637419554958,1.1573747691912921,1.0,[0.9069794],3.4384637419554958
50,60,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.010764299204698525,4.293352389008769,0.7009529778009385,0.7009529778009385,[0.74255676],3.4384637419554958
51,62,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.011774739254414367,4.130691008578108,0.7667511266881873,0.7667511266881873,[0.91073431],3.4384637419554958
52,63,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.01096093962789547,4.261811580220925,0.7137578699332354,0.7137578699332354,[0.91110288],3.4384637419554958
53,64,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,5.248542931448696e-05,9.318690039977476,0.0034177624822145283,0.0034177624822145283,[0.77285004],3.4384637419554958
54,65,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.0002117769256644149,8.249482870579346,0.013790555599681245,0.013790555599681245,[0.69919541],3.4384637419554958
55,66,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.0060182018064264,5.122817782064648,0.39189513381235663,0.39189513381235663,[0.95512276],3.4384637419554958
56,67,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.0013630783053306423,6.670517130532945,0.08876135630643964,0.08876135630643964,[0.68208781],3.4384637419554958
57,68,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.0038200978571818244,5.6474444176231104,0.2487583183598043,0.2487583183598043,[0.80488533],3.4384637419554958
58,69,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,1.2271078033738125e-06,11.956969143741972,7.99071869427595e-05,7.99071869427595e-05,[0.14146602],3.4384637419554958
59,70,[5],2.1,1.0,0.015356663778601488,3.4384637419554958,0.013635461065833476,2.395384668727116,0.8879181873366013,0.8879181873366013,[0.510762],2.395384668727116
60,71,[5],2.1,1.0,0.013635461065833476,2.395384668727116,0.000504021992095744,7.542784316225317,0.03696405934953512,0.03696405934953512,[0.4205529],2.395384668727116
61,72,[5],2.1,1.0,0.013635461065833476,2.395384668727116,4.671885376633341e-05,0.5088939493915081,0.0034262760562895345,0.0034262760562895345,[0.1538559],2.395384668727116
62,73,[5],2.1,1.0,0.013635461065833476,2.395384668727116,0.008607481228166599,4.645759146853522,0.6312570720277628,0.6312570720277628,[0.48528534],4.645759146853522
63,74,[5],2.1,1.0,0.008607481228166599,4.645759146853522,0.01573974614052106,3.310131340605177,1.8286123109993282,1.0,[0.69436287],3.310131340605177
64,75,[5],2.1,1.0,0.01573974614052106,3.310131340605177,0.0058123036150670776,1.6100685925350398,0.3692755628442851,0.3692755628442851,[0.18719715],1.6100685925350398
